PRODUCTO ;group;Marca;CATEGORIA;;;
BROMINOL-C 120ML DEXTROMETORFANO/AMBROXOL (SONS);;SONS;;;;
BRONALIN INFANTIL 120ML (FARNAT);;FARNAT;;;;
BRONALIN INFANTIL 120ML (FARNAT);;;;;;
BRONCO FRESH C/12 PIEZAS                          ;;;;;NO HAY EQUIVALENTE EN GENERICO;
BRONCOLIN 140ML JARABE ;;;;;;
BRONCOLIN 250ML JARABE ETIQUETA AZUL;;;;;;
BRONCOLIN PALETAS C/10 ;;;;;;
BRONCOLIN RUB C/12 LATITAS;;;;;;
BRONCOLIN RUB VITROLERO C/40 LATITAS;;;;;;
BRONCOMED 120ML ADULTO DEXTROMETORFANO, GUAIFENESINA (LIOMONT);;;;;;
BROXTORFAN 120ML ADULTO AMBROXOL/DEXTROMETORFANO (BIOMEP);;;;;;
BRUBIOL 500MG C/10 TABS CIPROFLOXACINO (BRULUART);;;;;;
BRUMAX 250MG SUSP (BRULUAGSA);;;;;;
BRUMAX 500MG C/12 CAPS (BRULUAGSA);;;;;;
BRUPEN 500MG C/20  (BRULUAGSA);;;;;;
BUENA NOCHE C/60 CAPS  (SANDY);;;;;;
Buscapina 20mg c/3 Amp HIOSCINA (Boehringer Ingelheim);;;;;;
BUSCAPINA COMP C/10 TABS BUTILlHIOSCINA o HIOSCINA , METAMIZOL SODICO (BOEHRINGER)       ;;;;;;
BUSCAPINA DISPLAY 220MG  C/120 TABS ;;;;;;
BUSCAPINA FEM C/10 TABS HIOSCINA (BOEHRINGER INGELHEIM);;;;;;
BUSCONET 250MG C/10 TABS (SONS) ;;;;;;
BUSTILLOS CREMA BLANCA 100G (BUSTILLOS);;BUSTILLOS;;;;
BUTILHIOSCINA  10MG C/10 TABS. (SCHOEN);;;;;;
BUTILHIOSCINA (Apotex) c/10 TABS. 10 MG.;;;;;;
C. de Indias 50mg c/60 Tabletas (Ener Green);;;;;;
C. Mariano Reforzado 125mg c/30 Tabletas (Ener Green);;;;;;
CAFERGOT C/30 COMPRIMIDOS (NOVARTIS);;;;;;
CAJETA ONDULADA ;;;;;;
CAJETA REDONDA ;;;;;;
CAJETA ZAGALA C/24 KILO ;;;;;;
CALADRYL 180ML LOCION (VALEANT);;VALEANT;;;;
CALANDA C/30 CAPS (ATANTLIS);;ATANTLIS;;;;
CALCIO 600 + D3 C/60 (SANDY);;;;;;
CALCORT 30MG C/10 TABS DEFLAZACORT (SANOFI AVENTIS);;;;;;
CALOMEL POLVO 10;;;;;;
Caltrate 600 + D c/30 Tabs (Wyeth);;;;;;
CALTRATE 600 + D C/60 TABS (WYETH);;;;;;
CALTRATE 600 PLUS C/60 TABS (WYETH);;;;;;
CALTRON 600 + D C/60 TAB (SALUD NATURAL);;;;;;
CALTRON 600 C/60 TAB (SALUD NATURAL);;;;;;
CAPENT POMADA ROZADURAS 110GR  (COLUMBIA);;COLUMBIA;;;;
CAPENT POMADA ROZADURAS 20GR (COLUMBIA);;COLUMBIA;;;;
CAPENT POMADA ROZADURAS 45GR (COLUMBIA);;COLUMBIA;;;;
CAPRICE ALGAS SPRAY 316ML C/12 (PALMOLIVE);;;;;;
CAPRICE BIOTINA SPRAY 316ML C/12 (PALMOLIVE);;;;;;
CAPRICE KIWI SPRAY 316ML C/12 (PALMOLIVE);;;;;;
CARBALAN 200MG C/20 TABS CARBAMAZEPINA (QUIFA);;;;;;
CARBONATO DE MAGNESIA PURO 7G (COYOACAN QUIMICA)  ;;COYOACAN QUIMICA;;;;
CARDISPAN 1G /20 TABS (GROSSMAN)                  ;;;;;;
CARDISPAN C/5 AMP (GROSSMAN)                      ;;;;;;
CARNOTPRIM 10MG C/20 COMPRIMIDOS (CARNOT LABS.)   ;;;;;;
CARPIN 200MG c/20 TABS. CARBAMAZEPINA (NOVAG);;;;;;
CARTICAP FOR C/60 CAPS GLUCOSAMINA CONDROITINA (GEL PHARMA);;;;;;
CARTILAGO DE TIBURON &  NONI COMPLEX C/180 TAB;;;;;;
Cartilogo de Tiburon y Glucosamina c/90 Caps;;;;;;
CASTAÑO DE INDIAS 1G C/90 (DINA);;;;;;
CASTAÑO DE INDIAS 500MG C/90 (FARNAT);;;;;;
CASTAÑO DE INDIAS C/60 CÁPSULAS (YPENZA)          ;;;;;;
CASTAÑO DE INDIAS CREMA 150GR (DINA);;;;;;
CDS3 B-12 C/60CAPS (NORDIMEX)                     ;;;;;;
CEFAXONA 1G I.M CEFTRIAXONA (PISA);;;;;;
Celebrex 200mg c/10 Caps Celecoxib (Pfizer);;;;;;
Celecoxib 200mg c/20 Tabs (ULTRA);;;;;;
CELESTONE 0.5MG C/50 TABS  (SCHERING-PLOUGH);;;;;;
CELESTONE PEDIATRICO 60ML GOTAS (SCHERING-PLOUGH);;;;;;
CELESTONE SOL  3MG 1ML (SCHERING-PLOUGH) ;;;;;;
CELESTONE SOL INY 2ML (SCHERING-PLOUGH)           ;;;;;;
CENTRUM C/ 60 TABS (WYETH);;;;;;
CENTRUM KIDS C/60 TABS (WYETH);;;;;;
CEVALIN INFANTIL 100MG C/100 TABS (BAYER);;;;;;
CHACA CHACA BARRA C/30 C/16;;;DULCE;;;
CHACA CHACA TROZO C/32 ;;;;;;
CHAMOY NAVOLATO C/15 ;;;;;;
Chaparro Amargo 400mg c/150 Caps (La Salud es Primero);;;;;;
CHOLAL MODIFICADO C/10 AMP (ITALMEX)              ;;;;;;
CHUPA PANZA CAPS;;;;;;
CHUPON C/MIEL C/25 (JALOMA);;;CHUPON;;;
CHUPON C/MIEL D'DITO C/25 (JALOMA);;;CHUPON;;;
CICATRICURE 150ML SOL 365 50 SPF  (GENOMMA);;;;;;
CICATRICURE CREMA OJOS 8.5G  (GENOMMA);;;;;;
CICATRICURE GEL 30GR (GENOMMA)                    ;;;;;;
CILOCID 5MG C/20 TABLETAS ACIDFO FOLICO (BRULUAGSA);;;;;;
CINARIZINA 75MG C/60 (ALPHARMA);;;;;;
Cinarizina 75mg c/60 (ULTRA);;;;;;
CINCO COMBINACIONES 500MG C/60 (DINA);;;;;;
CINEPRAC 200MG C/20 TABS TRIMEBUTINA (LIFERPAL);;;;;;
CIPRAIN 500MG C/10 TABS (MAVER);;;;;;
CIPROFLOXACINO 250MG C/8 TABS  (ULTRA);;;;;;
CIPROFLOXACINO 500MG C/12 TABS  (AVIVIA);;;;;;
CIPROFLOXACINO 500MG C/12 TABS  (ULTRA);;;;;;
CIPROFLOXACINO 5ML OFTALMICAS (AMSA);;;;;;
CIPROLISINA 220ML CIPROHEPTADINA CIANOCOBALAMINA (CARNOT);;;;;;
CIPROXINA 250MG SUSPENSION CIPROFLOXACINO (BAYER);;;;;;
CIPROXINA 500MG  C/8 TABS CIPROFLOXACIONO (BAYER);;;;;;
CIPROXINA 500MG C/14 COMPRIMIDOS (BAYER);;;;;;
CIRKUSED 140MG C/40 GRAGEAS (FARMASA);;;;;;
CIRULAN 10MG C/20 TABS METOCLOPRAMIDA (NOVAG);;;;;;
CLARITYNE 24 HORAS C/10 TABLETAS (SCHERING-PLOUGH);;;;;;
CLARITYNE D 5/30 MG C/20 TABLETAS (SCHERING-PLOUGH)       ;;;;;;
CLARITYNE D SOL. INF. 60ML (SCHERING-PLOUGH)      ;;;;;;
CLARITYNE D SOL. PED. 30ML (SCHERING-PLOUGH)      ;;;;;;
CLAVULIN 250-62.5MG/5ML SUSP (SANFER);;;;;;
CLAVULIN 500MG C/15 TABS (SANFER);;;;;;
Clindamicina 300mg c/16 Caps (AMSA);;;;;;
Clindamicina 300mg c/16 Caps (Maver);;;;;;
Clindamicina 300mg c/16 Caps (ULTRA);;;;;;
CLISON 200MG C/20 TAB (ALPHARMA);;;;;;
CLOBESOL 30G CREMA 5% CLOBETASOL (VALEANT);;;;;;
CLONAFEC C/60 TABS DICLOFENACO (VICTORY);;;;;;
Clorafenicol Oftalmico 15ml Gotas (Amsa);;;;;;
CLORANFENICOL 5MG UNG  (OPKO);;;;;;
CLORANFENICOL OFTALMICAS 15ML (AMSA);;;;;;
CLORANFENICOL OFTALMICAS 15ML (GRIN);;;;;;
CLORANFENICOL OFTALMICAS 15ML (OPKO);;;;;;
CLOROPIRAMINA 25MG C/20 TABS (SANDOZ);;;;;;
CLORO-TRIMETON 4HRS C/20 (SCHERING-PLOUGH)       ;;SCHERING-PLOUGH;ANTIGRIPAL;;;
CLORTORY 500MG C/16 TABS (SCHERING-PLOUGH);;;;;;
CLORURO DE MAGNESIO 100G VIDA MAGNESIO (QUIMICA COYOCAN);;;;;;
Cloruro de Magnesio c/ Hierbabuena 100g Vida Magnesio (Quimica Coyoacan);;;;;;
Cloruro de Magnesio c/ Hierbabuena 50g Vida Magnesio (Quimica Coyoacan);;;;;;
COBADEX ADULTO 120ML DEXTROMETORFANO/ AMBROXOL (MAVER);;MAVER;ANTITUSIGENO;;;
COBADEX INFANTIL 120ML DEXTROMETORFANO/ AMBROXOL (MAVER);;MAVER;ANTITUSIGENO;;;
Cola de Caballo 350mg c/150 Capsulas (La Salud es Primero);;;;;;
COLAGENO 1 KILO (SANDY);;;;;;
Colageno 1g c/90 Tabs (Dina);;;;;;
COLAGENO C/60 TABS (I PHARMA INNOVATION);;;;;;
COLAGENO HIDROLIZADO POLVO 250GR ;;;;;;
COLAGENO POLVO CIRUELA 500MG (SANDY);;;;;;
COLAGENO POLVO LIMON 500MG (SANDY);;;;;;
COLCHICINA 1MG C/30 TABS (PERRIGO);;;;;;
COLCHIQUIM 1MG C/20 TABS COLCHICINA (PERRIGO);;PERRIGO;GOTA;;;
COLDTAC PLUS 72PZ C/2 TABS (RRX)           ;;;;;;
COLDTAC PLUS C/12 TABS (RRX)                      ;;;;;;
COLESCONTROL C/90 TABS (SANDY);;;;;;
COLESTOPDIN 1G C/90 CAPS (DINA);;;;;;
COLLICORT 1% 60G CREMA HIDROCORTISONA (COLLINS);;;;;;
COLLICORT 2.5% 60G CREMA HIDROCORTISONA (COLLINS);;;;;;
COMBEDI 50,000 C/5 AMP TIAMINA, PIRIDOXINA, CIANOCOBALAMINA (AMSA);;;;;;
COMBEDI DL 5MG C/3 AMP COMPLEJO B , DICLOFENACO , LIDOCAINA (AMSA);;;;;;
COMBIVENT C/10 AMPOLLETAS (BOEHRINGER INGELHEIM);;;;;;
COMPLEJO B INY 10ML C/5 JERINGAS (COLLINS);;;;;;
COMPLEJO B RIMSA SOL INY (RIMSA)                  ;;;;;;
COMPLEJO B Y B12 MULTIVITAMINICO C/50 TABS ;;;;;;
CONAZOL CREMA 40G + CONAZOL CREMA 30GR (LIOMONT);;LIOMONT;ANTIMICOTICO;;;
CONCHA NACAR CREMA 150GR (DINA);;;;;;
CONTAC ULTRA C/12 TABLETAS (GLAXO SMITH KLINE)    ;;GLAXO SMITH KLINE;ANTIGRIPAL;;;
CONTAC ULTRA EXHIBIDOR C/25 SOBRES C/2 C/U (GSK)  ;;GLAXO SMITH KLINE;ANTIGRIPAL;;;
CONVIFER C/ HIERRO SOL 110ML (DEGORT'S/CHEMICAL) ;;DEGORTS/CHEMICAL;VITAMINA;;;
CONVIFER C/HIERRO 220ML (DEGORT'S CHEMICAL);;;;;;
COREGA C/30 TABS EFERVECENTES (GSK);;;;;;
CORPOTASIN CL C/50 TABS (ARMSTRONG);;;;;;
CREMA ACEITE DE ARGAN 4,23 OZ FPS 45 ;;;;;;
Crema Camote Silvestre 120ml;;;;;;
CREMA CAMOTE Y LINAZA 60G  (INDIO PAPAGO)                 ;;;;;;
CREMA CONCHA NACAR 60G  (INDIO PAPAGO)      ;;;;;;
CREMA COSMETICA C/10 FRASCOS (GN+VIDA);;;;;;
CREMA DE CARACOL C/ROSAMOSQUETA                   ;;;;;;
CREMA DE MANZANILLA;;;;;;
CREMA LECHE DE BURRA 150ML ;;;;;;
CREMA LECHE DE BURRA Y JALEA REAL 60G  (INDIO PAPAGO)          ;;;;;;
CREMA MYRIAM DE DIA;;;CREMA ACLARADORA ;;;
CREMA MYRIAM NOCHE;;;CREMA ACLARADORA ;;;
CREMA NUTRIDERM TEPEZCOHUITE                      ;;;;;;
Crema Nutritiva 120ml (Mega Mix);;;;;;
CREMA ÑAME 60GR  Eliminar;;;;;;
CREMA REDUCTORA BICOLOR 250GR ;;;;;;
CREMA REDUCTORA DE TORONJA 500G ;;;;;;
CREMA REDUCTORA LIMON 250GR ;;;;;;
CREMA REDUCTORA TORONJA 250GR ;;;;;;
CREMA REPELNTE DE MOSQUITOS 150ML ;;;;;;
CREMA ROSA MOSQUETA 150GR                         ;;;;;;
CREMA ROSA MOSQUETA 150GR                         ;;;;;;
CREMA ROSA MOSQUETA FPS 45 4,23 OZ       ;;;;;;
CREMA RUSA .42 (MEX);;;;;;
CREMA SUAVISANTE DE MANZANA 30GR (JALOMA);;;;;;
CREMA SUAVISANTE DE MANZANA 60GR (JALOMA);;;;;;
CREMA TEPEZCOHUITE 150GR                          ;;;QUEMADURAS;;;
CREMA TEPEZCOHUITE 60GR DE DÍA (INDIO PAPAGO)     ;;;QUEMADURAS;;;
CREMA TEPEZCOHUITE DIA 120GR (INDIO PAPAGO);;;QUEMADURAS;;;
CREMA TEPEZCOHUITE NOCHE 120GR (INDIO PAPAGO)  ;;;QUEMADURAS;;;
CREMA TEPEZCOHUITE NOCHE 60GR (INDIO PAPAGO)   ;;;QUEMADURAS;;;
CREMA TEPEZCOUITE ECO ;;;QUEMADURAS;;;
CREMA VITAMINA E Y JALEA REAL 120GR  (NATURAMEX);;;;;;
Creolina Liquida 250ml (Bremer);;;;;;
Creolina Liquida 500ml (Bremer);;;;;;
Creolina Liquida 500ml (Cedrosa);;;;;;
CRESTOR 10MG C/30 TABS ROSUVASTATINA (AZTRA ZENECA);;;;;;
CRONADYN 15MG PAROXETINA (MORE PHARMA);;;;;;
CRONOCAPS M3G C/30 CAPS ;;;;;;
CUACHALALATE C/150 CAPS  (YAZMIN);;;;;;
CUAJO HANSEN C/100 SOBRES (3 MUÑECAS);;;;;;
CUBRE BOCAS C/10 PIEZAS (AMBID);;;;;;
CUERPO AMARILLO FUERTE C/6 AMP (HORMONA LABS)     ;;HORMONA;;;;
Cura Hongos Aerosol 64g (Sante);;;;;;
CURA HONGOS CREMA 125GR                           ;;;;;;
CURCUMA 1G C/90 TABS (SANDY);;;;;;
CURITAS C/100 (GALLITO);;;;;;
CYCLOFEMINA C/1 INY (CARNOT)                      ;;;;;;
CYRUX 200MG C/28 TABS MISOPROSTOL ;;;;;;
CYTOTEC 200MG C/28 TAB (PFIZER);;;;;;
DABEON C/30 CAPS MINERALES Y VITAMINAS (MERCK);;;;;;
DAFLON 500MG C/20 TABS(SANFER)                    ;;;;;;
DAFLOXEN 100ML JARABE (LIOMONT) ;;;;;;
DAKTARIN 30GR MICONAZOL  (JANSSEN)                     ;;;;;;
DAKTARIN GEL 78GR (JANSSEN)                       ;;;;;;
DALACIN T 30G GEL (PFIZER);;PFIZER;ANTIBIOTICO;;;
DALACIN T 30ML(PFIZER)                            ;;;;;;
DALACIN T PLEDGETS C/30 SOBRES  (PFIZER);;;;;;
DALACIN V 100MG C/3 ÓVULOS (PFIZER)               ;;;;;;
DALATINA 30G GEL 1G CLINDAMICINA (MAVI);;MAVI;ANTIBIOTICO TOPICO;;;
DALAY C/30 CAPS (GENOMMA)                         ;;GENOMMA;SUPLEMENTO;;;
DALAY TE C/25 SOBRES (GENOMMA);;;;;;
DALVEAR 200ML ADULTO DROPROPIZINA,BROMHEXINA (SIEGFRIED RHEIN) ;;SIEGFRIED RHEIN;ANTITUSIGENO;;;
DAXON 500MG C/6 TAB (SIEGFRIED-RHEIN);;;;;;
DEAFORT C/2 AMP. 10ML C/5 JGS;;;;;;
DECA-DURABOLIN 1ML/50MG INY (SCHERING-PLOUGH);;;;;;
DELECON 200MG C/10 TABS CELECOXIB (MAVER);;;;;;
DELINEADOR PROSA 4 EN 1 (PROSA);;;;;;
DEMOGRASS C/30 CAPS CLASICO ;;;;;;
DEMOGRASS C/30 CAPS PLUS ;;;;;;
DEMOGRASS C/30 CAPS PREMIER ;;;;;;
Depo-Medrol 40mg Iny Metilprednisolona (Pfizer);;;;;;
DEPO-PROVERA 150MG/ML INY (PFIZER);;PFIZER;ANTICONCEPTIVO;;;
DERMAN CREMA 25GR (LABORATORIOS KSK)              ;;;;;;
DERMAN POLVO FUNGICIDA 80G  (LABORATORIOS KSK)                         ;;;;;;
DERMATOVATE CREMA 40G (GLAXO SMITH KLINE)         ;;GLAXO SMITH KLINE;ESTEROIDE TOPICO ;;;
DERMATOVATE UNGUENTO 40G (GLAXO SMITH KLINE)      ;;GLAXO SMITH KLINE;ESTEROIDE TOPICO ;;;
DERMOLIMPIADOR NEUTRO CON ACEITE DE JOJOBA 125GR  ;;;;;;
DERMO-PRADA 10ML ANTIVERRUGAS (GENOMMA);;GENOMMA;ANTIVERRUGAS;;;
DESENEX 28G ACIDO UNDECILENICO SANOFI AVENTIS);;SANOFI AVENTIS;ANTIFUNGICO;;;
DESENFRIOL ;;;;;;
DESENFRIOL D C/24 TABS (SCHERING-PLOUGH)          ;;;;;;
DESENFRIOL D C/30 TABLETAS (SCHERING-PLOUGH)      ;;SCHERING-PLOUGH;ANTIGRIPAL;;;
DESENFRIOL-ITO PEDIATRICO GOTAS AZUL 120ML (SCHERING-PLOUGH);;;;;;
DESENFRIOL-ITO PLUS C/24 TABS (SCHERING-PLOUGH)   ;;SCHERING-PLOUGH;ANTIGRIPAL;;;
DESENFRIOL-ITO SOL GOTAS 60ML (SCHERING-PLOUGH)   ;;;;;;
DESENFRIOL-ITO TF JARABE 120ML (SCHERING-PLOUGH);;;;;;
DESINTOXICADOR  ''A''  C/60 CAPS (ANAHUAC);;;;;;
DESINTOXICADOR ''B''  C/60 CAPS (ANAHUAC);;;;;;
DESINTOXICADOR ''C'' C/60 CAPS (ANAHUAC);;;;;;
DESODORANTE OBAO FRESCURA BAMBOO 150ML            ;;;;;;
DESODORANTE OBAO FRESCURA INTENSA 150ML           ;;;;;;
DESODORANTE OBAO FRESCURA PIEL DELICADA 150ML     ;;;;;;
DESODORANTE OBAO FRESCURA POWDER 150ML            ;;;;;;
DESODORANTE OBAO FRESCURA SENSITIVE ANGEL 150ML   ;;;;;;
DESODORANTE OBAO FRESCURA SUAVE 150ML             ;;;;;;
DESODORANTE OBAO FRESQUISSIMA 150ML               ;;;;;;
DESPAMEN C/1 AMP TETOSTERONA/ ESTRADIOL (CARNOT);;;;;;
DESYN-N C/6 SUPOSITORIOS LIDOCAINA/ HIDROCORTISONA (LOEFFLER);;LOEFFLER;HEMORROIDE;;;
DEXABIÓN DC C/1 AMP (MERCK)                       ;;;;;;
DEXABIÓN DC C/2 AMP (MERCK)                       ;;;;;;
DEXABIÓN DC C/3 AMP (MERCK)                       ;;MERCK;VITAMINA;;;
DEXTREVIT SOL INY C/2 FRASCOS MULTIVITAMINAS (VALEANT);;;;;;
Diabedin 1g c/90 Tabs (Dina);;;;;;
DIABINESE 250MG C/100 TABS (PFIZER);;;;;;
DIANE C/21 GRAGEAS (BAYER);;;;;;
DIAZEPAM 10MG C/20 TABS (PSICOFARMA);;;;;;
DIBENEL 0.940G C/30 TABLETAS (CMD) ;;;;;;
DICETEL 100MG C/14 TABS (ALTANA);;;;;;
DICETEL 100MG C/28 TABS (ABBOT)                   ;;;;;;
DICLOFENACO / COMPLEJO B C/30 TABS (ULTRA);;;;;;
DICLOFENACO 100MG C/20 TABS (AVIVIA);;;;;;
DICLOFENACO 100MG C/20 TABS (ULTRA);;;;;;
DICLOFENACO 50MG C/100 CAPS (SAIMED);;;;;;
DIETALAX 1G C/90 (SANDY);;;;;;
Dieter's Drink 690mg c/30 Capsulas (La Salud es Primero);;;;;;
DIFENHIDRAMINA 25MG C/10 CAPS (GEL PHARMA);;;;;;
DILACORAN 80MG C/30 TABLETAS ;;;;;;
DILAR 2MG C/30 TAB (SYNTEX);;;;;;
DILARMINE 1MG C/25 TABS (SYNTEX);;;;;;
DIMACOL ADULTO FRAMBUESA 150ML (WYETH)           ;;WYETH;ANTITUSIGENO;;;
DIMACOL INFANTIL FRAMBUESA 150ML (WYETH)         ;;WYETH;ANTITUSIGENO;;;
DIMACOL PEDIATRICO FRAMBUESA 60ML (WYETH)         ;;WYETH;ANTITUSIGENO;;;
DIMETAPP INFANTIL JARABE 150ML UVA (PFIZER)       ;;PFIZER;ANTITUSIGENO;;;
DIMETAPP PEDIATRICO 60ML (PFIZER);;PFIZER;ANTITUSIGENO;;;
DIOLMEX 120G POMADA (PHARMADIOL);;PHARMADIOL;DOLOR MUSCULAR;;;
DIOLMEX 40G POMADA (PHARMADIOL);;PHARMADIOL;DOLOR MUSCULAR;;;
DIOLMEX 60G POMADA (PHARMADIOL);;PHARMADIOL;DOLOR MUSCULAR;;;
DIPROSONE CREMA 30GR (SCHERING-PLOUGH)            ;;;;;;
DIPROSONE G CREMA 30GR (SCHERING-PLOUGH)          ;;;;;;
DIPROSONE Y CREMA 30GR (SCHERING-PLOUGH)          ;;;;;;
DIPROSPAN 5ML  INY 5MG/2MG (SCHERING-PLOUGH)  ;;;;;;
DIPROSPAN HYPAK AMP 1ML (SCHERING-PLOUGH);;SCHERING-PLOUGH;ANTIINFLAMATORIO;;;201
Disons Dex c/1 Amp Iny Betametasona (Son's);;;;;;
DISPERA 2MG C/100 TABS LOPERAMIDA (VICTORY);;;;;;
DISTENTAL 100MG 14 TABS (MAVI);;;;;;
DITIZIDOL FORTE DICLOFENACO /TIAMINA/ PIRIDOXINA/ CIANOCOBALAMINA C/30 TABS (BEST);;;;;;
DIURMESSEL 40MG c/20 TABS FUROSEMIDA (BIOMEP);;BIOMEP;ANTIHIPERTENSIVO;;;
Divanamia 700mg c/60 Capsulas (Nature's´P.e.t. );;;;;;
DIVILTAC INY C/1 AMP ALGESTONA+ESTRADIOL (SONS);;SONS;ANTICONCEPTIVO;;;
DOLAC  30MG c/4 TABS SUBLINGUAL KETOROLACO  (SIEGFRIED RHEIN) ;;SIEGFRIED RHEIN;ANTIINFLAMATORIO;;;
DOLAC 10MG C/10 TABS (SIEGFRIED RHEIN)            ;;SIEGFRIED RHEIN;ANTIINFLAMATORIO;;;
DOLAC 10MG C/20 TABS (SIEGFRIED RHEIN)  ;;SIEGFRIED RHEIN;ANTIINFLAMATORIO;;;
DOLAC 30 C/2 TABLETAS (SIEGFRIED RHEIN)           ;;SIEGFRIED RHEIN;ANTIINFLAMATORIO;;;
DOLAC 30MG C/3 AMP (SIEGFRIED RHEIN)                   ;;SIEGFRIED RHEIN;ANTIINFLAMATORIO;;;
DOLBUTIN 200MG C/30 TABS TRIMEBUTINA (MAVI);;;;;;
DOLFLAM C/4 AMP DICLOFENACO (RAYERE);;;;;;
DOLIKAN 10MG C/10 TABS KETOROLACO (COLLINS);;;;;;
Dolo Bedoyecta Iny Hidroxocobalamina, Tiamina, Piridoxina y Ketoprofeno (Grossman);;;;;;
DOLO NEUROTROPAS VITAMINADO EXHIBIDOR C/100 TABS (SAIMED);;SAIMED;ANTIINFLAMATORIO;;;
DOLODOL VITAMINADO EXHIBIDOR C/80 TABS (BIOKEMICAL);;BIOKEMICAL;ANTIINFLAMATORIO;;;
DOLO-NEORUBIÓN DC C/3 AMP (MERCK)                 ;;MERCK;ANTIINFLAMATORIO;;;
DOLO-NEUROBION C/20 TABLETAS (MERCK);;;;;;
DOLO-NEUROBION C/30 CAPSULAS (MERCK);;;;;;
DOLO-NEUROBION DC FORTE INY (MERCK);;MERCK;ANTIINFLAMATORIO;;;
DOLO-NEUROBION FORTE C/30 TABS (MERCK);;MERCK;ANTIINFLAMATORIO;;;
DOLPROFEN 600MG TABS (COLLINS);;;;;;
DOLPROFEN 800MG C/60 + 60  TABS (COLLINS);;COLLINS;ANTIINFLAMATORIO;;;
DOLTRIX 125MG C/20 TABS CLONIXINATO DE LISINA , HIOSCINA (MAVER);;;;;;
DOLTRIX 250MG C/10 TABS CLONIXINATO DE LISINA , HIOSCINA (MAVER);;;;;;
DON BRONQUIO 240ML;;;;;;
DONSICOL 20MG C/30 PREDNISONA (RAAM);;;;;;
DONSICOL 20MG C/30 TABS PREDNISONA (RAAM);;;;;;
DORSAL 15MG/200MG C/7 TABS (SILANES)              ;;;;;;
Dosteril 10mg c/30 Tabs Lisinopril (Biomep);;;;;;
DOXICICILINA 100MG C/10 TABS (ALPHARMA);;;;;;
DOXICICILINA 100MG C/10 TABS (RANDALL);;;;;;
DRAMAMINE 50MG C/24 TABS                ;;JANSSEN;NAUSEAS/VOMITO/MAREO;;;
DRAMAMINE INFANTIL 25MG SUPOSITORIOS;;;;;;
DRAMAMINE JBE INF. 120ML ;;JANSSEN;NAUSEAS/VOMITO/MAREO;;;
DUAL'S NORDIN ADULTO C/10 DOSIS (NORDIN)          ;;NORDIN;VITAMINA;;;
DUAL'S NORDIN INF C/10 DOSIS (NORDIN)             ;;;;;;
DULCOLAX C/30 TABLETAS (BOEHRINGER INGELHEIM)     ;;;;;;
EASY FIGURE FORTE C/30 ;;;;;;
EASY FIGURE NORMAL C/30 ;;;;;;
Echin Gold 50g c/40 Tabletas (Ener Green);;;;;;
ECODINE-BF 120ML YODOPOVIDONA (CODIFARMA);;;;;;
EDEGRA 100MG C/10 TABS SILDENAFIL (L.SERRAL)      ;;;;;;
EDEGRA 100MG C/20 TABS SILDENAFIL (L.SERRAL)      ;;L. SERRAL;DISFUNCION ERECTIL;;;
EFFORTIL GOTAS 7.5ML (ETILEFRINA);;;;;;
EINAMEN 120ML HEDERA HELIX (PERRIGO);;;;;;
El Garrotazo 500mg c/10 Tabs (Dina);;;;;;
El Viejito Pomada 120gr (Producto Pro Live Naturales);;;;;;
ELDOPAQUE 2% CREMA 30G  Hidroquinona, Silicato de Magnesio (VALEANT);;;;;;
Eldopaque 4% Crema 30g Hidroquinona, Silicato de Magnesio (Valeant)         ;;;;;;
ELDOQUIN 4% CREMA 30GR;;;;;;
ELECTROLITOS APO C/4 SOBRES LIMA-LIMON (PROTEIN);;;;;;
ELECTROLITOS APO C/4 SOBRES LIMON (PROTEIN);;;;;;
ELECTROLITOS APO C/4 SOBRES MANZANA (PROTEIN);;;;;;
ELECTROLITOS APO C/4 SOBRES NARANJA  (PROTEIN);;;;;;
ELECTROLITOS APO C/4 SOBRES PIÑA (PROTEIN);;;;;;
ELECTROLITOS C/25 SOBRES SUERO ORAL (PROTEIN);;;;;;
ELICA 0.1% UNG;;;;;;
ELITE CLOFENAMINA COMPUESTO C/10;;;;;;
ELOMET 30G UNG MOMETASONA (SCHERING-PLOUGH);;;;;;
ELYM K 250ML JARABE (API ROYAL);;;;;;
EMLA CREMA 30G LIDOCAINA,PRILOCAINA (ASPEN);;;;;;
EMPLASTO MONOPOLIS C/20 PARCHES (GRISI) ;;GRISI;;;;
ENALADIL 10MG C/30 COMPRIMIDOS (SIEGFRIED RHEIN)  ;;;;;;
ENALAPRIL  10MG C/60 TABS (Avivia);;;;;;
ENALAPRIL 10MG C/30 TABS (AVIVIA);;;;;;
ENALAPRIL 10MG C/30 TABS (PSICOFARMA);;PSICOFARMA;ANTIHIPERTENSIVO;;;
ENALAPRIL 10MG C/30 TABS (ULTRA);;;;;;
ENJUAGUE A BASE DE SAVILA                         ;;;;;;
ENOVAL 10MG C/30 TABS ENALAPRIL (NOVAG);;;;;;
EPAMIN 100MG C/50 CAPS (PFIZER);;;;;;
Equinacea Complex 1g c/90 Tabs (Dina);;;;;;
EQUINAFORTE 1GR C/90 (SANDY);;;;;;
EQUINOFORTE C/90 (Sandy);;;;;;
ERBITRAX  30G TERBINAFINA (LOEFFLER);;LOEFFLER;ANTIFUNGICO;;;
ERBITRAX-T  250MG C/28 TABS TERBINAFINA (LOEFFLER);;LOEFFLER;ANTIFUNGICO;;;
